Time(s)	Flow ID	Throughput(Mbps)
48.3	9	190.773
48.4	1	185.623
48.4	3	181.503
48.4	5	209.885
48.4	7	198.669
48.4	9	176.697
48.5	1	198.669
48.5	3	205.078
48.5	5	153.122
48.5	7	188.255
48.5	9	207.253
48.6	1	191.46
48.6	3	229.683
48.6	5	154.61
48.6	7	164.337
48.6	9	212.288
48.7	1	168.915
48.7	3	243.645
48.7	5	147.514
48.7	7	183.334
48.7	9	209.084
48.8	1	186.424
48.8	3	205.536
48.8	5	176.125
48.8	7	197.639
48.8	9	186.653
48.9	1	197.296
48.9	3	186.31
48.9	5	236.32
48.9	7	170.288
48.9	9	162.163
49	1	201.988
49	3	193.863
49	5	201.874
49	7	167.313
49	9	187.34
49.1	1	189.285
49.1	3	208.282
49.1	5	192.604
49.1	7	165.71
49.1	9	196.609
49.2	1	210.8
49.2	3	209.77
49.2	5	147.858
49.2	7	167.999
49.2	9	215.95
49.3	1	201.645
49.3	3	200.844
49.3	5	146.713
49.3	7	208.511
49.3	9	194.664
49.4	1	199.242
49.4	3	174.751
49.4	5	177.498
49.4	7	169.487
49.4	9	231.4
49.5	1	207.71
49.5	3	183.334
49.5	5	178.986
49.5	7	164.566
49.5	9	217.896
49.6	1	204.048
49.6	3	172.92
49.6	5	182.076
49.6	7	183.907
49.6	9	209.427
49.7	1	193.405
49.7	3	164.337
49.7	5	181.847
49.7	7	220.528
49.7	9	192.261
49.8	1	193.634
49.8	3	191.917
49.8	5	178.413
49.8	7	221.786
49.8	9	166.626
49.9	1	203.133
49.9	3	190.887
49.9	5	181.16
49.9	7	205.536
49.9	9	171.776
50	1	178.528
50	3	188.828
50	5	205.765
50	7	191.46
50	9	187.798
50.1	1	197.754
50.1	3	187.569
50.1	5	167.542
50.1	7	223.16
50.1	9	176.353
50.2	1	191.689
50.2	3	178.757
50.2	5	163.765
50.2	7	227.737
50.2	9	190.43
50.3	1	178.528
50.3	3	187.34
50.3	5	176.125
50.3	7	193.062
50.3	9	217.323
50.4	1	193.863
50.4	3	186.882
50.4	5	211.372
50.4	7	172.234
50.4	9	188.141
50.5	1	175.781
50.5	3	190.887
50.5	5	201.759
50.5	7	181.274
50.5	9	202.675
50.6	1	218.468
50.6	3	160.103
50.6	5	189.972
50.6	7	190.544
50.6	9	193.291
50.7	1	196.037
50.7	3	193.52
50.7	5	209.312
50.7	7	153.008
50.7	9	200.5
50.8	1	198.555
50.8	3	177.269
50.8	5	204.277
50.8	7	169.945
50.8	9	202.446
50.9	1	228.195
50.9	3	153.923
50.9	5	197.639
50.9	7	177.841
50.9	9	194.778
51	1	206.68
51	3	196.724
51	5	195.351
51	7	174.294
51	9	179.329
51.1	1	163.879
51.1	3	195.236
51.1	5	212.517
51.1	7	180.473
51.1	9	200.272
51.2	1	175.896
51.2	3	179.329
51.2	5	210.342
51.2	7	188.942
51.2	9	197.983
51.3	1	186.31
51.3	3	157.242
51.3	5	184.708
51.3	7	202.332
51.3	9	221.786
51.4	1	193.863
51.4	3	184.135
51.4	5	181.046
51.4	7	187.683
51.4	9	205.65
51.5	1	189.743
51.5	3	200.5
51.5	5	179.329
51.5	7	201.302
51.5	9	181.503
51.6	1	171.547
51.6	3	192.261
51.6	5	195.351
51.6	7	194.321
51.6	9	199.013
51.7	1	184.708
51.7	3	204.735
51.7	5	193.52
51.7	7	197.639
51.7	9	171.776
51.8	1	166.969
51.8	3	209.198
51.8	5	190.887
51.8	7	192.604
51.8	9	192.719
51.9	1	198.326
51.9	3	172.234
51.9	5	157.585
51.9	7	201.759
51.9	9	222.473
52	1	182.762
52	3	177.269
52	5	180.817
52	7	199.928
52	9	211.716
52.1	1	141.449
52.1	3	216.293
52.1	5	203.476
52.1	7	205.765
52.1	9	185.394
52.2	1	146.37
52.2	3	198.555
52.2	5	194.206
52.2	7	211.487
52.2	9	201.759
52.3	1	168.686
52.3	3	192.604
52.3	5	204.391
52.3	7	199.242
52.3	9	187.454
52.4	1	196.381
52.4	3	175.323
52.4	5	214.691
52.4	7	186.996
52.4	9	178.986
52.5	1	202.789
52.5	3	203.705
52.5	5	189.056
52.5	7	182.076
52.5	9	174.866
52.6	1	209.198
52.6	3	168.228
52.6	5	179.1
52.6	7	208.397
52.6	9	187.454
52.7	1	184.937
52.7	3	176.697
52.7	5	172.577
52.7	7	223.045
52.7	9	195.122
52.8	1	188.484
52.8	3	196.495
52.8	5	174.065
52.8	7	225.105
52.8	9	168.228
52.9	1	190.201
52.9	3	189.857
52.9	5	203.362
52.9	7	199.356
52.9	9	169.716
53	1	208.855
53	3	176.468
53	5	209.885
53	7	141.106
53	9	216.064
53.1	1	208.054
53.1	3	179.787
53.1	5	199.585
53.1	7	170.631
53.1	9	194.321
53.2	1	177.727
53.2	3	202.217
53.2	5	202.332
53.2	7	199.127
53.2	9	170.975
53.3	1	168.114
53.3	3	206.795
53.3	5	184.25
53.3	7	190.315
53.3	9	203.018
53.4	1	194.092
53.4	3	185.852
53.4	5	178.07
53.4	7	198.097
53.4	9	196.266
53.5	1	204.849
53.5	3	182.648
53.5	5	178.871
53.5	7	184.021
53.5	9	201.988
53.6	1	246.162
53.6	3	165.138
53.6	5	167.542
53.6	7	190.659
53.6	9	182.877
53.7	1	221.672
53.7	3	158.386
53.7	5	200.729
53.7	7	206.337
53.7	9	165.367
53.8	1	205.879
53.8	3	159.874
53.8	5	190.773
53.8	7	202.217
53.8	9	193.634
53.9	1	187.225
53.9	3	181.732
53.9	5	176.926
53.9	7	229.34
53.9	9	177.155
54	1	182.419
54	3	229.225
54	5	204.277
54	7	181.046
54	9	155.411
54.1	1	189.4
54.1	3	232.773
54.1	5	174.751
54.1	7	198.326
54.1	9	157.127
54.2	1	177.04
54.2	3	220.528
54.2	5	217.323
54.2	7	191.002
54.2	9	146.599
54.3	1	162.964
54.3	3	200.615
54.3	5	235.634
54.3	7	195.694
54.3	9	157.471
54.4	1	173.95
54.4	3	192.261
54.4	5	213.776
54.4	7	177.269
54.4	9	195.122
54.5	1	173.492
54.5	3	198.097
54.5	5	207.825
54.5	7	188.599
54.5	9	184.364
54.6	1	166.168
54.6	3	231.4
54.6	5	212.975
54.6	7	178.185
54.6	9	163.765
54.7	1	188.484
54.7	3	215.492
54.7	5	219.269
54.7	7	172.92
54.7	9	156.212
54.8	1	157.814
54.8	3	220.184
54.8	5	200.958
54.8	7	177.956
54.8	9	195.465
54.9	1	178.986
54.9	3	182.304
54.9	5	196.266
54.9	7	181.046
54.9	9	213.776
55	1	174.751
55	3	199.471
55	5	186.195
55	7	199.471
55	9	192.604
55.1	1	194.893
55.1	3	202.675
55.1	5	182.648
55.1	7	186.996
55.1	9	185.165
55.2	1	218.697
55.2	3	204.048
55.2	5	155.983
55.2	7	191.345
55.2	9	182.304
55.3	1	175.896
55.3	3	207.024
55.3	5	192.375
55.3	7	168.228
55.3	9	208.855
55.4	1	178.757
55.4	3	221.558
55.4	5	158.157
55.4	7	174.866
55.4	9	219.154
55.5	1	206.68
55.5	3	205.994
55.5	5	181.389
55.5	7	180.359
55.5	9	177.956
55.6	1	201.759
55.6	3	165.71
55.6	5	191.116
55.6	7	201.988
55.6	9	191.803
55.7	1	185.051
55.7	3	171.432
55.7	5	215.034
55.7	7	199.242
55.7	9	181.618
55.8	1	194.092
55.8	3	174.179
55.8	5	221.786
55.8	7	202.446
55.8	9	159.988
55.9	1	208.511
55.9	3	170.517
55.9	5	200.729
55.9	7	206.795
55.9	9	165.825
56	1	193.062
56	3	175.667
56	5	200.5
56	7	201.073
56	9	182.076
56.1	1	202.675
56.1	3	181.274
56.1	5	192.719
56.1	7	203.476
56.1	9	172.234
56.2	1	209.656
56.2	3	191.231
56.2	5	185.738
56.2	7	188.942
56.2	9	176.811
56.3	1	194.206
56.3	3	174.179
56.3	5	188.026
56.3	7	188.484
56.3	9	207.596
56.4	1	180.13
56.4	3	185.28
56.4	5	208.397
56.4	7	166.969
56.4	9	211.601
56.5	1	169.716
56.5	3	207.71
56.5	5	207.253
56.5	7	156.441
56.5	9	211.258
56.6	1	185.28
56.6	3	197.983
56.6	5	177.956
56.6	7	177.269
56.6	9	213.89
56.7	1	173.378
56.7	3	186.996
56.7	5	209.084
56.7	7	167.084
56.7	9	215.95
56.8	1	186.882
56.8	3	178.528
56.8	5	192.833
56.8	7	187.569
56.8	9	206.566
56.9	1	226.25
56.9	3	181.389
56.9	5	195.122
56.9	7	169.258
56.9	9	180.359
57	1	209.084
57	3	176.582
57	5	202.904
57	7	189.972
57	9	173.836
57.1	1	185.966
57.1	3	187.912
57.1	5	212.517
57.1	7	183.678
57.1	9	182.419
57.2	1	189.285
57.2	3	221.1
57.2	5	201.645
57.2	7	159.531
57.2	9	180.817
57.3	1	185.165
57.3	3	202.56
57.3	5	199.585
57.3	7	178.07
57.3	9	186.996
57.4	1	167.427
57.4	3	224.419
57.4	5	206.337
57.4	7	173.035
57.4	9	181.16
57.5	1	191.231
57.5	3	203.018
57.5	5	198.784
57.5	7	173.492
57.5	9	185.966
57.6	1	192.947
57.6	3	208.969
57.6	5	186.424
57.6	7	181.618
57.6	9	182.419
57.7	1	220.528
57.7	3	185.966
57.7	5	186.195
57.7	7	196.838
57.7	9	162.849
57.8	1	216.98
57.8	3	178.413
57.8	5	198.555
57.8	7	185.738
57.8	9	172.691
57.9	1	201.073
57.9	3	197.296
57.9	5	175.323
57.9	7	199.127
57.9	9	179.558
58	1	213.203
58	3	197.639
58	5	176.125
58	7	186.996
58	9	178.528
58.1	1	202.789
58.1	3	186.653
58.1	5	178.185
58.1	7	212.059
58.1	9	172.691
58.2	1	198.097
58.2	3	164.566
58.2	5	200.272
58.2	7	211.372
58.2	9	178.07
58.3	1	188.026
58.3	3	191.002
58.3	5	216.408
58.3	7	179.1
58.3	9	177.841
58.4	1	177.155
58.4	3	190.544
58.4	5	228.081
58.4	7	179.787
58.4	9	176.926
58.5	1	178.642
58.5	3	180.359
58.5	5	214.233
58.5	7	181.046
58.5	9	198.097
58.6	1	210.915
58.6	3	164.909
58.6	5	187.454
58.6	7	192.146
58.6	9	196.953
58.7	1	201.416
58.7	3	221.214
58.7	5	149.803
58.7	7	208.969
58.7	9	170.975
58.8	1	186.882
58.8	3	236.092
58.8	5	162.048
58.8	7	199.471
58.8	9	167.999
58.9	1	199.928
58.9	3	199.814
58.9	5	193.405
58.9	7	192.261
58.9	9	166.969
59	1	202.789
59	3	207.367
59	5	167.656
59	7	167.084
59	9	207.481
59.1	1	189.743
59.1	3	204.62
59.1	5	211.372
59.1	7	162.735
59.1	9	183.907
59.2	1	174.866
59.2	3	206.566
59.2	5	226.135
59.2	7	159.531
59.2	9	185.394
59.3	1	196.037
59.3	3	192.604
59.3	5	177.727
59.3	7	184.937
59.3	9	201.073
59.4	1	185.051
59.4	3	173.836
59.4	5	184.135
59.4	7	203.705
59.4	9	205.65
59.5	1	160.561
59.5	3	165.825
59.5	5	209.427
59.5	7	209.312
59.5	9	207.253
59.6	1	174.866
59.6	3	184.593
59.6	5	218.124
59.6	7	169.029
59.6	9	205.879
59.7	1	200.844
59.7	3	170.517
59.7	5	193.062
59.7	7	187.683
59.7	9	200.272
59.8	1	181.732
59.8	3	195.808
59.8	5	213.89
59.8	7	184.25
59.8	9	176.697
59.9	1	190.887
59.9	3	183.334
59.9	5	220.07
59.9	7	171.547
59.9	9	186.539
60	1	210.8
60	3	199.814
60	5	192.032
60	7	159.874
60	9	189.857
60.1	1	256.577
60.1	3	227.165
60.1	5	239.639
60.1	7	218.811
60.1	9	10.2805
60.2	1	264.702
60.2	3	234.718
60.2	5	242.5
60.2	7	210.457
60.2	9	0
60.3	1	259.895
60.3	3	223.503
60.3	5	247.078
60.3	7	221.901
60.3	9	0
60.4	1	268.936
60.4	3	217.781
60.4	5	210.342
60.4	7	255.432
60.4	9	0
60.5	1	240.44
60.5	3	230.255
60.5	5	214.92
60.5	7	266.762
60.5	9	0
60.6	1	188.713
60.6	3	281.296
60.6	5	224.648
60.6	7	257.721
60.6	9	0
60.7	1	182.304
60.7	3	272.026
60.7	5	254.745
60.7	7	243.301
60.7	9	0
60.8	1	192.49
60.8	3	235.405
60.8	5	259.438
60.8	7	265.16
60.8	9	0
60.9	1	199.814
60.9	3	252.228
60.9	5	227.623
60.9	7	272.713
60.9	9	0
61	1	214.348
61	3	243.759
61	5	235.291
61	7	258.98
61	9	0
61.1	1	220.299
61.1	3	219.955
61.1	5	272.141
61.1	7	239.983
61.1	9	0
61.2	1	253.258
61.2	3	222.931
61.2	5	272.942
61.2	7	203.247
61.2	9	0
61.3	1	267.22
61.3	3	229.797
61.3	5	248.108
61.3	7	207.367
61.3	9	0
61.4	1	232.887
61.4	3	234.375
61.4	5	265.617
61.4	7	219.498
61.4	9	0
61.5	1	237.808
61.5	3	264.13
61.5	5	243.416
61.5	7	207.024
61.5	9	0
61.6	1	245.476
61.6	3	283.012
61.6	5	227.28
61.6	7	196.609
61.6	9	0
61.7	1	242.844
61.7	3	256.233
61.7	5	243.301
61.7	7	210.114
61.7	9	0
61.8	1	223.045
61.8	3	283.813
61.8	5	225.105
61.8	7	220.413
61.8	9	0
61.9	1	207.367
61.9	3	292.854
61.9	5	244.331
61.9	7	207.825
61.9	9	0
62	1	217.896
62	3	265.16
62	5	252.342
62	7	216.98
62	9	0
62.1	1	222.13
62.1	3	251.656
62.1	5	244.446
62.1	7	234.261
62.1	9	0
62.2	1	242.5
62.2	3	249.596
62.2	5	225.792
62.2	7	234.489
62.2	9	0
62.3	1	232.773
62.3	3	259.781
62.3	5	203.705
62.3	7	256.119
62.3	9	0
62.4	1	220.871
62.4	3	222.13
62.4	5	205.193
62.4	7	304.184
62.4	9	0
62.5	1	195.236
62.5	3	227.509
62.5	5	232.773
62.5	7	296.974
62.5	9	0
62.6	1	178.986
62.6	3	236.893
62.6	5	235.405
62.6	7	301.094
62.6	9	0
62.7	1	200.844
62.7	3	263.443
62.7	5	242.844
62.7	7	245.247
62.7	9	0
62.8	1	207.253
62.8	3	279.236
62.8	5	229.225
62.8	7	236.664
62.8	9	0
62.9	1	228.996
62.9	3	259.323
62.9	5	246.162
62.9	7	217.896
62.9	9	0
63	1	212.631
63	3	260.925
63	5	263.1
63	7	215.836
63	9	0
63.1	1	224.304
63.1	3	238.838
63.1	5	266.991
63.1	7	222.244
63.1	9	0
63.2	1	222.015
63.2	3	270.882
63.2	5	258.408
63.2	7	201.073
63.2	9	0
63.3	1	241.699
63.3	3	254.631
63.3	5	233.688
63.3	7	222.359
63.3	9	0
63.4	1	244.789
63.4	3	249.71
63.4	5	212.517
63.4	7	245.476
63.4	9	0
63.5	1	270.195
63.5	3	232.658
63.5	5	193.405
63.5	7	256.119
63.5	9	0
63.6	1	256.691
63.6	3	235.977
63.6	5	209.312
63.6	7	250.397
63.6	9	0
63.7	1	240.784
63.7	3	276.489
63.7	5	208.626
63.7	7	226.479
63.7	9	0
63.8	1	237.35
63.8	3	260.124
63.8	5	220.184
63.8	7	234.833
63.8	9	0
63.9	1	258.293
63.9	3	247.192
63.9	5	249.023
63.9	7	197.868
63.9	9	0
64	1	273.399
64	3	222.931
64	5	263.557
64	7	192.49
64	9	0
64.1	1	274.315
64.1	3	234.261
64.1	5	242.729
64.1	7	201.073
64.1	9	0
64.2	1	241.699
64.2	3	231.857
64.2	5	251.312
64.2	7	227.623
64.2	9	0
64.3	1	277.405
64.3	3	241.241
64.3	5	198.441
64.3	7	235.291
64.3	9	0
64.4	1	288.506
64.4	3	233.002
64.4	5	196.953
64.4	7	233.917
64.4	9	0
64.5	1	254.173
64.5	3	232.43
64.5	5	216.98
64.5	7	248.795
64.5	9	0
64.6	1	214.348
64.6	3	241.585
64.6	5	252.457
64.6	7	244.102
64.6	9	0
64.7	1	205.994
64.7	3	255.89
64.7	5	276.604
64.7	7	213.89
64.7	9	0
64.8	1	213.661
64.8	3	251.77
64.8	5	268.822
64.8	7	218.124
64.8	9	0
64.9	1	233.803
64.9	3	251.198
64.9	5	247.078
64.9	7	220.299
64.9	9	0
65	1	210.342
65	3	273.743
65	5	267.22
65	7	201.073
65	9	0
65.1	1	202.675
65.1	3	250.854
65.1	5	274.773
65.1	7	224.19
65.1	9	0
65.2	1	222.702
65.2	3	280.38
65.2	5	233.803
65.2	7	215.492
65.2	9	0
65.3	1	238.037
65.3	3	281.868
65.3	5	225.906
65.3	7	206.566
65.3	9	0
65.4	1	242.043
65.4	3	281.181
65.4	5	228.31
65.4	7	200.844
65.4	9	0
65.5	1	232.201
65.5	3	255.318
65.5	5	240.669
65.5	7	224.304
65.5	9	0
65.6	1	231.628
65.6	3	248.451
65.6	5	244.675
65.6	7	227.623
65.6	9	0
65.7	1	237.465
65.7	3	254.059
65.7	5	217.781
65.7	7	243.073
65.7	9	0
65.8	1	231.743
65.8	3	229.34
65.8	5	229.454
65.8	7	261.841
65.8	9	0
65.9	1	236.549
65.9	3	205.193
65.9	5	252.8
65.9	7	257.95
65.9	9	0
66	1	246.048
66	3	226.25
66	5	237.808
66	7	242.271
66	9	0
66.1	1	253.029
66.1	3	246.277
66.1	5	234.375
66.1	7	218.697
66.1	9	0
66.2	1	226.25
66.2	3	228.081
66.2	5	266.533
66.2	7	231.514
66.2	9	0
66.3	1	261.841
66.3	3	210.114
66.3	5	260.582
66.3	7	219.955
66.3	9	0
66.4	1	239.067
66.4	3	246.048
66.4	5	241.699
66.4	7	225.563
66.4	9	0
66.5	1	226.593
66.5	3	227.051
66.5	5	263.672
66.5	7	235.062
66.5	9	0
66.6	1	240.784
66.6	3	222.702
66.6	5	243.187
66.6	7	245.705
66.6	9	0
66.7	1	253.372
66.7	3	235.176
66.7	5	256.92
66.7	7	206.909
66.7	9	0
66.8	1	244.904
66.8	3	233.688
66.8	5	239.983
66.8	7	233.917
66.8	9	0
66.9	1	204.277
66.9	3	237.808
66.9	5	225.22
66.9	7	285.072
66.9	9	0
67	1	196.152
67	3	215.034
67	5	254.059
67	7	287.132
67	9	0
67.1	1	205.307
67.1	3	221.786
67.1	5	240.784
67.1	7	284.5
67.1	9	0
67.2	1	217.552
67.2	3	199.127
67.2	5	266.762
67.2	7	269.051
67.2	9	0
67.3	1	218.582
67.3	3	190.315
67.3	5	261.154
67.3	7	282.326
67.3	9	0
67.4	1	214.119
67.4	3	246.277
67.4	5	240.326
67.4	7	251.656
67.4	9	0
67.5	1	214.462
67.5	3	253.258
67.5	5	274.086
67.5	7	210.571
67.5	9	0
67.6	1	227.509
67.6	3	227.623
67.6	5	254.86
67.6	7	242.5
67.6	9	0
67.7	1	277.061
67.7	3	209.541
67.7	5	245.59
67.7	7	220.184
67.7	9	0
67.8	1	269.279
67.8	3	242.729
67.8	5	229.797
67.8	7	210.571
67.8	9	0
67.9	1	254.974
67.9	3	219.04
67.9	5	243.53
67.9	7	234.833
67.9	9	0
68	1	231.4
68	3	250.511
68	5	219.154
68	7	251.427
68	9	0
68.1	1	208.282
68.1	3	239.639
68.1	5	248.68
68.1	7	255.775
68.1	9	0
68.2	1	216.064
68.2	3	244.56
68.2	5	257.835
68.2	7	233.917
68.2	9	0
68.3	1	232.658
68.3	3	220.184
68.3	5	265.16
68.3	7	234.375
68.3	9	0
68.4	1	269.165
68.4	3	199.013
68.4	5	275.345
68.4	7	208.969
68.4	9	0
68.5	1	247.765
68.5	3	214.806
68.5	5	253.944
68.5	7	235.863
68.5	9	0
68.6	1	262.756
68.6	3	234.032
68.6	5	233.231
68.6	7	222.359
68.6	9	0
68.7	1	270.653
68.7	3	211.258
68.7	5	258.636
68.7	7	211.83
68.7	9	0
68.8	1	236.893
68.8	3	237.122
68.8	5	255.89
68.8	7	222.473
68.8	9	0
68.9	1	219.612
68.9	3	255.318
68.9	5	252.113
68.9	7	225.449
68.9	9	0
69	1	217.896
69	3	262.184
69	5	261.154
69	7	211.143
69	9	0
69.1	1	262.413
69.1	3	236.664
69.1	5	248.108
69.1	7	205.193
69.1	9	0
69.2	1	276.031
69.2	3	205.421
69.2	5	223.274
69.2	7	247.65
69.2	9	0
69.3	1	279.121
69.3	3	214.92
69.3	5	237.236
69.3	7	221.214
69.3	9	0
69.4	1	235.748
69.4	3	246.277
69.4	5	221.786
69.4	7	248.566
69.4	9	0
69.5	1	240.898
69.5	3	247.307
69.5	5	202.446
69.5	7	261.726
69.5	9	0
69.6	1	241.814
69.6	3	259.781
69.6	5	226.707
69.6	7	224.075
69.6	9	0
69.7	1	239.525
69.7	3	227.852
69.7	5	251.541
69.7	7	233.574
69.7	9	0
69.8	1	219.269
69.8	3	241.013
69.8	5	273.628
69.8	7	218.468
69.8	9	0
69.9	1	243.645
69.9	3	225.334
69.9	5	254.173
69.9	7	229.225
69.9	9	0
70	1	220.184
70	3	227.051
70	5	259.438
70	7	245.705
70	9	0
70.1	1	316.315
70.1	3	311.05
70.1	5	314.941
70.1	7	10.1385
70.1	9	0
70.2	1	332.451
70.2	3	302.582
70.2	5	317.345
70.2	7	0
70.2	9	0
70.3	1	333.023
70.3	3	291.595
70.3	5	327.759
70.3	7	0
70.3	9	0
70.4	1	313.911
70.4	3	296.974
70.4	5	341.606
70.4	7	0
70.4	9	0
70.5	1	274.315
70.5	3	318.832
70.5	5	359.23
70.5	7	0
70.5	9	0
70.6	1	303.841
70.6	3	299.606
70.6	5	348.93
70.6	7	0
70.6	9	0
70.7	1	349.503
70.7	3	299.835
70.7	5	303.04
70.7	7	0
70.7	9	0
70.8	1	315.17
70.8	3	311.623
70.8	5	325.699
70.8	7	0
70.8	9	0
70.9	1	300.407
70.9	3	340.118
70.9	5	311.852
70.9	7	0
70.9	9	0
71	1	266.762
71	3	356.255
71	5	329.361
71	7	0
71	9	0
71.1	1	284.157
71.1	3	334.282
71.1	5	333.939
71.1	7	0
71.1	9	0
71.2	1	297.89
71.2	3	321.007
71.2	5	333.595
71.2	7	0
71.2	9	0
71.3	1	308.189
71.3	3	304.527
71.3	5	339.661
71.3	7	0
71.3	9	0
71.4	1	310.822
71.4	3	346.298
71.4	5	295.258
71.4	7	0
71.4	9	0
71.5	1	327.187
71.5	3	320.435
71.5	5	304.756
71.5	7	0
71.5	9	0
71.6	1	289.536
71.6	3	364.265
71.6	5	298.576
71.6	7	0
71.6	9	0
71.7	1	306.587
71.7	3	325.241
71.7	5	320.663
71.7	7	0
71.7	9	0
71.8	1	311.394
71.8	3	288.506
71.8	5	352.478
71.8	7	0
71.8	9	0
71.9	1	324.898
71.9	3	315.17
71.9	5	312.309
71.9	7	0
71.9	9	0
72	1	309.563
72	3	316.2
72	5	326.614
72	7	0
72	9	0
72.1	1	300.179
72.1	3	312.653
72.1	5	339.661
72.1	7	0
72.1	9	0
72.2	1	293.541
72.2	3	321.465
72.2	5	337.372
72.2	7	0
72.2	9	0
72.3	1	306.702
72.3	3	310.822
72.3	5	334.854
72.3	7	0
72.3	9	0
72.4	1	322.495
72.4	3	283.127
72.4	5	346.756
72.4	7	0
72.4	9	0
72.5	1	299.606
72.5	3	293.999
72.5	5	358.887
72.5	7	0
72.5	9	0
72.6	1	286.446
72.6	3	286.903
72.6	5	379.028
72.6	7	0
72.6	9	0
72.7	1	317.802
72.7	3	266.876
72.7	5	367.699
72.7	7	0
72.7	9	0
72.8	1	301.895
72.8	3	273.972
72.8	5	376.511
72.8	7	0
72.8	9	0
72.9	1	327.415
72.9	3	252.457
72.9	5	372.62
72.9	7	0
72.9	9	0
73	1	283.127
73	3	304.756
73	5	364.494
73	7	0
73	9	0
73.1	1	312.881
73.1	3	319.405
73.1	5	320.091
73.1	7	0
73.1	9	0
73.2	1	331.764
73.2	3	278.664
73.2	5	341.949
73.2	7	0
73.2	9	0
73.3	1	339.546
73.3	3	271.797
73.3	5	341.148
73.3	7	0
73.3	9	0
73.4	1	318.031
73.4	3	299.377
73.4	5	334.969
73.4	7	0
73.4	9	0
73.5	1	313.568
73.5	3	295.715
73.5	5	343.094
73.5	7	0
73.5	9	0
73.6	1	314.14
73.6	3	302.696
73.6	5	335.541
73.6	7	0
73.6	9	0
73.7	1	297.89
73.7	3	323.296
73.7	5	331.192
73.7	7	0
73.7	9	0
73.8	1	311.966
73.8	3	326.958
73.8	5	313.568
73.8	7	0
73.8	9	0
73.9	1	323.524
73.9	3	329.819
73.9	5	299.034
73.9	7	0
73.9	9	0
74	1	311.165
74	3	341.034
74	5	300.179
74	7	0
74	9	0
74.1	1	313.339
74.1	3	346.756
74.1	5	292.282
74.1	7	0
74.1	9	0
74.2	1	303.841
74.2	3	358.772
74.2	5	289.879
74.2	7	0
74.2	9	0
74.3	1	283.47
74.3	3	344.009
74.3	5	324.898
74.3	7	0
74.3	9	0
74.4	1	271.454
74.4	3	325.813
74.4	5	355.11
74.4	7	0
74.4	9	0
74.5	1	314.484
74.5	3	308.189
74.5	5	329.704
74.5	7	0
74.5	9	0
74.6	1	344.81
74.6	3	293.655
74.6	5	314.026
74.6	7	0
74.6	9	0
74.7	1	334.969
74.7	3	315.285
74.7	5	302.124
74.7	7	0
74.7	9	0
74.8	1	296.402
74.8	3	307.503
74.8	5	348.473
74.8	7	0
74.8	9	0
74.9	1	285.072
74.9	3	272.598
74.9	5	394.707
74.9	7	0
74.9	9	0
75	1	282.898
75	3	289.764
75	5	379.829
75	7	0
75	9	0
75.1	1	287.819
75.1	3	344.81
75.1	5	319.748
75.1	7	0
75.1	9	0
75.2	1	263.214
75.2	3	347.214
75.2	5	341.949
75.2	7	0
75.2	9	0
75.3	1	314.14
75.3	3	321.121
75.3	5	317.116
75.3	7	0
75.3	9	0
75.4	1	304.527
75.4	3	321.007
75.4	5	326.843
75.4	7	0
75.4	9	0
75.5	1	313.454
75.5	3	327.644
75.5	5	311.394
75.5	7	0
75.5	9	0
75.6	1	301.094
75.6	3	336.113
75.6	5	315.17
75.6	7	0
75.6	9	0
75.7	1	308.189
75.7	3	330.963
75.7	5	313.225
75.7	7	0
75.7	9	0
75.8	1	281.868
75.8	3	318.947
75.8	5	351.562
75.8	7	0
75.8	9	0
75.9	1	285.759
75.9	3	309.906
75.9	5	356.827
75.9	7	0
75.9	9	0
76	1	326.157
76	3	278.091
76	5	348.129
76	7	0
76	9	0
76.1	1	314.713
76.1	3	292.74
76.1	5	344.925
76.1	7	0
76.1	9	0
76.2	1	276.26
76.2	3	338.745
76.2	5	337.372
76.2	7	0
76.2	9	0
76.3	1	271.912
76.3	3	346.87
76.3	5	333.71
76.3	7	0
76.3	9	0
76.4	1	275.574
76.4	3	320.32
76.4	5	356.483
76.4	7	0
76.4	9	0
76.5	1	278.664
76.5	3	325.813
76.5	5	347.9
76.5	7	0
76.5	9	0
76.6	1	308.762
76.6	3	297.318
76.6	5	346.298
76.6	7	0
76.6	9	0
76.7	1	360.26
76.7	3	274.086
76.7	5	318.146
76.7	7	0
76.7	9	0
76.8	1	348.587
76.8	3	280.838
76.8	5	322.952
76.8	7	0
76.8	9	0
76.9	1	312.653
76.9	3	299.034
76.9	5	340.691
76.9	7	0
76.9	9	0
77	1	293.427
77	3	257.492
77	5	401.459
77	7	0
77	9	0
77.1	1	287.132
77.1	3	273.399
77.1	5	391.96
77.1	7	0
77.1	9	0
77.2	1	306.358
77.2	3	304.756
77.2	5	341.263
77.2	7	0
77.2	9	0
77.3	1	324.326
77.3	3	311.852
77.3	5	316.2
77.3	7	0
77.3	9	0
77.4	1	285.988
77.4	3	331.879
77.4	5	334.511
77.4	7	0
77.4	9	0
77.5	1	324.44
77.5	3	367.355
77.5	5	260.582
77.5	7	0
77.5	9	0
77.6	1	299.606
77.6	3	354.996
77.6	5	297.89
77.6	7	0
77.6	9	0
77.7	1	289.421
77.7	3	350.533
77.7	5	312.424
77.7	7	0
77.7	9	0
77.8	1	303.726
77.8	3	333.71
77.8	5	314.941
77.8	7	0
77.8	9	0
77.9	1	326.958
